VOTER_ID,ELECTION_DATE,ELECTION_TYPE,ELECTION_NAME,VOTED,VOTING_METHOD,PRIMARY_PARTY_VOTED
682365530,2016-03-01,PR,2016 Primary,Y,EV,DEM
191057929,2023-11-07,GE,2023 General,Y,ABS,
191057929,2023-06-20,PR,2023 Primary,Y,ED,REP
191057929,2022-11-08,GE,2022 General,Y,EV,
191057929,2019-11-05,GE,2019 General,Y,ED,
191057929,2018-11-06,GE,2018 General,Y,ED,
191057929,2016-03-01,PR,2016 Primary,Y,ABS,REP
549532354,2024-11-05,GE,2024 General,Y,EV,
549532354,2023-06-20,PR,2023 Primary,Y,EV,DEM
549532354,2021-11-02,GE,2021 General,Y,ABS,
549532354,2020-11-03,GE,2020 General,Y,ED,
549532354,2017-11-07,GE,2017 General,Y,EV,
499092905,2018-11-06,GE,2018 General,Y,ED,
499092905,2016-03-01,PR,2016 Primary,Y,ABS,DEM
234360915,2023-06-20,PR,2023 Primary,Y,ED,
234360915,2022-11-08,GE,2022 General,Y,EV,
234360915,2021-11-02,GE,2021 General,Y,ED,
234360915,2020-11-03,GE,2020 General,Y,ABS,
234360915,2018-11-06,GE,2018 General,Y,EV,
234360915,2017-11-07,GE,2017 General,Y,ABS,
234360915,2016-11-08,GE,2016 General,Y,ED,
140166847,2024-11-05,GE,2024 General,Y,ABS,
140166847,2016-11-08,GE,2016 General,Y,EV,
173188220,2024-06-18,PR,2024 Primary,Y,EV,REP
173188220,2020-06-23,PR,2020 Primary,Y,ED,REP
173188220,2018-11-06,GE,2018 General,Y,ABS,
173188220,2016-11-08,GE,2016 General,Y,ED,
173188220,2016-03-01,PR,2016 Primary,Y,ED,REP
596367839,2018-11-06,GE,2018 General,Y,EV,
596367839,2018-06-12,PR,2018 Primary,Y,ABS,DEM
596367839,2017-11-07,GE,2017 General,Y,ED,
596367839,2016-11-08,GE,2016 General,Y,ED,
420336702,2024-11-05,GE,2024 General,Y,ED,
420336702,2023-06-20,PR,2023 Primary,Y,EV,DEM
420336702,2020-06-23,PR,2020 Primary,Y,ABS,DEM
420336702,2016-11-08,GE,2016 General,Y,ED,
234987818,2024-06-18,PR,2024 Primary,Y,EV,
234987818,2023-06-20,PR,2023 Primary,Y,EV,
234987818,2020-11-03,GE,2020 General,Y,ABS,
234987818,2018-11-06,GE,2018 General,Y,EV,
234987818,2017-11-07,GE,2017 General,Y,EV,
682469521,2022-11-08,GE,2022 General,Y,ED,
952283874,2024-11-05,GE,2024 General,Y,ABS,
952283874,2024-06-18,PR,2024 Primary,Y,EV,DEM
989648687,2024-11-05,GE,2024 General,Y,ED,
989648687,2022-06-21,PR,2022 Primary,Y,EV,DEM
379687972,2024-11-05,GE,2024 General,Y,ED,
379687972,2023-11-07,GE,2023 General,Y,EV,
379687972,2021-11-02,GE,2021 General,Y,EV,
379687972,2019-11-05,GE,2019 General,Y,EV,
379687972,2018-11-06,GE,2018 General,Y,ED,
675476417,2024-11-05,GE,2024 General,Y,ED,
675476417,2023-11-07,GE,2023 General,Y,ED,
675476417,2021-11-02,GE,2021 General,Y,ED,
675476417,2020-11-03,GE,2020 General,Y,EV,
675476417,2019-11-05,GE,2019 General,Y,ED,
675476417,2018-11-06,GE,2018 General,Y,ABS,
675476417,2017-11-07,GE,2017 General,Y,ED,
675476417,2016-11-08,GE,2016 General,Y,ED,
501537013,2024-11-05,GE,2024 General,Y,ED,
501537013,2023-11-07,GE,2023 General,Y,ED,
501537013,2021-11-02,GE,2021 General,Y,EV,
501537013,2020-11-03,GE,2020 General,Y,EV,
501537013,2019-11-05,GE,2019 General,Y,ABS,
501537013,2018-11-06,GE,2018 General,Y,EV,
501537013,2016-11-08,GE,2016 General,Y,ED,
911964858,2024-06-18,PR,2024 Primary,Y,ED,DEM
911964858,2023-11-07,GE,2023 General,Y,ED,
911964858,2019-11-05,GE,2019 General,Y,ED,
911964858,2016-11-08,GE,2016 General,Y,ABS,
763547759,2024-06-18,PR,2024 Primary,Y,EV,REP
763547759,2023-11-07,GE,2023 General,Y,ABS,
763547759,2022-11-08,GE,2022 General,Y,EV,
763547759,2022-06-21,PR,2022 Primary,Y,ED,REP
763547759,2020-11-03,GE,2020 General,Y,EV,
763547759,2019-11-05,GE,2019 General,Y,ED,
763547759,2018-11-06,GE,2018 General,Y,ED,
763547759,2017-11-07,GE,2017 General,Y,EV,
763547759,2016-03-01,PR,2016 Primary,Y,ED,REP
401229255,2022-11-08,GE,2022 General,Y,ED,
401229255,2021-11-02,GE,2021 General,Y,ABS,
514008800,2024-11-05,GE,2024 General,Y,EV,
514008800,2020-11-03,GE,2020 General,Y,ED,
335771983,2024-11-05,GE,2024 General,Y,ABS,
335771983,2024-06-18,PR,2024 Primary,Y,ED,REP
335771983,2023-11-07,GE,2023 General,Y,ED,
335771983,2022-11-08,GE,2022 General,Y,ED,
335771983,2022-06-21,PR,2022 Primary,Y,EV,REP
335771983,2020-11-03,GE,2020 General,Y,ED,
737808176,2021-06-08,PR,2021 Primary,Y,ED,REP
737808176,2019-11-05,GE,2019 General,Y,ED,
737808176,2016-11-08,GE,2016 General,Y,EV,
847116094,2024-11-05,GE,2024 General,Y,ED,
847116094,2023-11-07,GE,2023 General,Y,ED,
847116094,2022-11-08,GE,2022 General,Y,ED,
847116094,2019-11-05,GE,2019 General,Y,ED,
847116094,2018-06-12,PR,2018 Primary,Y,ED,REP
847116094,2017-11-07,GE,2017 General,Y,ABS,
847116094,2016-11-08,GE,2016 General,Y,ED,
769794920,2024-11-05,GE,2024 General,Y,EV,
769794920,2019-11-05,GE,2019 General,Y,ABS,
741065526,2021-11-02,GE,2021 General,Y,EV,
741065526,2020-06-23,PR,2020 Primary,Y,ED,REP
741065526,2018-11-06,GE,2018 General,Y,EV,
741065526,2017-11-07,GE,2017 General,Y,ABS,
707281100,2020-11-03,GE,2020 General,Y,EV,
707281100,2016-11-08,GE,2016 General,Y,ED,
707281100,2016-03-01,PR,2016 Primary,Y,ED,DEM
172093245,2019-11-05,GE,2019 General,Y,EV,
404322294,2024-11-05,GE,2024 General,Y,ED,
404322294,2021-11-02,GE,2021 General,Y,ED,
404322294,2020-11-03,GE,2020 General,Y,EV,
867921183,2024-11-05,GE,2024 General,Y,EV,
832679764,2023-11-07,GE,2023 General,Y,ED,
832679764,2022-11-08,GE,2022 General,Y,EV,
832679764,2020-11-03,GE,2020 General,Y,ED,
832679764,2019-11-05,GE,2019 General,Y,ED,
832679764,2018-11-06,GE,2018 General,Y,ED,
801402523,2024-11-05,GE,2024 General,Y,ED,
801402523,2024-06-18,PR,2024 Primary,Y,EV,REP
801402523,2023-11-07,GE,2023 General,Y,EV,
801402523,2022-11-08,GE,2022 General,Y,ABS,
801402523,2022-06-21,PR,2022 Primary,Y,ED,REP
801402523,2020-11-03,GE,2020 General,Y,EV,
119429209,2024-11-05,GE,2024 General,Y,EV,
119429209,2024-06-18,PR,2024 Primary,Y,ED,
119429209,2023-11-07,GE,2023 General,Y,ED,
119429209,2021-11-02,GE,2021 General,Y,ABS,
119429209,2021-06-08,PR,2021 Primary,Y,EV,
119429209,2020-11-03,GE,2020 General,Y,EV,
805008454,2024-11-05,GE,2024 General,Y,ED,
805008454,2022-11-08,GE,2022 General,Y,EV,
805008454,2021-06-08,PR,2021 Primary,Y,ED,
805008454,2016-11-08,GE,2016 General,Y,ED,
332512511,2021-06-08,PR,2021 Primary,Y,EV,DEM
722652915,2022-11-08,GE,2022 General,Y,ABS,
722652915,2020-11-03,GE,2020 General,Y,ED,
722652915,2019-11-05,GE,2019 General,Y,ABS,
722652915,2018-11-06,GE,2018 General,Y,EV,
722652915,2018-06-12,PR,2018 Primary,Y,EV,REP
722652915,2017-11-07,GE,2017 General,Y,ED,
722652915,2016-11-08,GE,2016 General,Y,EV,
941241446,2023-11-07,GE,2023 General,Y,ED,
941241446,2022-11-08,GE,2022 General,Y,EV,
941241446,2020-11-03,GE,2020 General,Y,ABS,
941241446,2019-11-05,GE,2019 General,Y,ED,
941241446,2018-11-06,GE,2018 General,Y,ED,
941241446,2017-11-07,GE,2017 General,Y,ED,
941241446,2016-11-08,GE,2016 General,Y,EV,
346706467,2024-11-05,GE,2024 General,Y,ED,
346706467,2021-11-02,GE,2021 General,Y,ED,
346706467,2018-11-06,GE,2018 General,Y,ED,
346706467,2017-11-07,GE,2017 General,Y,ED,
346706467,2016-11-08,GE,2016 General,Y,ED,
735094668,2024-11-05,GE,2024 General,Y,ED,
735094668,2024-06-18,PR,2024 Primary,Y,EV,REP
735094668,2022-11-08,GE,2022 General,Y,ED,
735094668,2020-11-03,GE,2020 General,Y,ABS,
735094668,2018-11-06,GE,2018 General,Y,ED,
735094668,2016-11-08,GE,2016 General,Y,ABS,
974012076,2024-11-05,GE,2024 General,Y,ED,
974012076,2023-06-20,PR,2023 Primary,Y,ED,REP
974012076,2022-11-08,GE,2022 General,Y,EV,
974012076,2020-11-03,GE,2020 General,Y,ED,
974012076,2019-11-05,GE,2019 General,Y,ED,
228785230,2024-11-05,GE,2024 General,Y,ED,
228785230,2023-06-20,PR,2023 Primary,Y,ABS,REP
228785230,2021-06-08,PR,2021 Primary,Y,EV,REP
228785230,2020-11-03,GE,2020 General,Y,ED,
228785230,2016-11-08,GE,2016 General,Y,ED,
103433519,2024-11-05,GE,2024 General,Y,ED,
103433519,2022-11-08,GE,2022 General,Y,EV,
103433519,2022-06-21,PR,2022 Primary,Y,ED,REP
103433519,2021-11-02,GE,2021 General,Y,ABS,
103433519,2020-11-03,GE,2020 General,Y,ED,
103433519,2018-11-06,GE,2018 General,Y,ED,
542384762,2024-11-05,GE,2024 General,Y,ED,
542384762,2023-11-07,GE,2023 General,Y,ED,
542384762,2020-11-03,GE,2020 General,Y,ED,
542384762,2019-11-05,GE,2019 General,Y,ED,
542384762,2016-11-08,GE,2016 General,Y,EV,
524693118,2024-11-05,GE,2024 General,Y,ED,
524693118,2024-06-18,PR,2024 Primary,Y,ABS,REP
524693118,2022-11-08,GE,2022 General,Y,ABS,
524693118,2021-11-02,GE,2021 General,Y,ED,
524693118,2020-11-03,GE,2020 General,Y,ED,
524693118,2019-11-05,GE,2019 General,Y,ED,
524693118,2018-06-12,PR,2018 Primary,Y,ED,REP
524693118,2017-11-07,GE,2017 General,Y,ED,
941871156,2024-11-05,GE,2024 General,Y,EV,
941871156,2023-11-07,GE,2023 General,Y,ED,
526649827,2024-11-05,GE,2024 General,Y,ED,
526649827,2024-06-18,PR,2024 Primary,Y,ED,REP
526649827,2022-11-08,GE,2022 General,Y,ED,
526649827,2019-11-05,GE,2019 General,Y,ED,
526649827,2017-11-07,GE,2017 General,Y,ED,
526649827,2016-11-08,GE,2016 General,Y,ED,
652366203,2024-11-05,GE,2024 General,Y,ED,
652366203,2023-11-07,GE,2023 General,Y,ED,
652366203,2022-11-08,GE,2022 General,Y,ED,
652366203,2021-11-02,GE,2021 General,Y,ED,
652366203,2018-11-06,GE,2018 General,Y,EV,
606924290,2023-11-07,GE,2023 General,Y,ED,
606924290,2019-11-05,GE,2019 General,Y,ED,
291475293,2024-11-05,GE,2024 General,Y,ED,
291475293,2022-11-08,GE,2022 General,Y,ED,
291475293,2016-11-08,GE,2016 General,Y,EV,
291475293,2016-03-01,PR,2016 Primary,Y,ED,REP
637273677,2024-11-05,GE,2024 General,Y,ABS,
637273677,2024-06-18,PR,2024 Primary,Y,ED,
637273677,2023-11-07,GE,2023 General,Y,EV,
113952742,2024-11-05,GE,2024 General,Y,ED,
113952742,2024-06-18,PR,2024 Primary,Y,ED,REP
113952742,2019-11-05,GE,2019 General,Y,EV,
113952742,2018-11-06,GE,2018 General,Y,ED,
113952742,2017-11-07,GE,2017 General,Y,ED,
113952742,2016-11-08,GE,2016 General,Y,ED,
999491426,2024-11-05,GE,2024 General,Y,EV,
999491426,2023-11-07,GE,2023 General,Y,ED,
999491426,2022-11-08,GE,2022 General,Y,EV,
999491426,2022-06-21,PR,2022 Primary,Y,ED,REP
999491426,2021-11-02,GE,2021 General,Y,ABS,
999491426,2021-06-08,PR,2021 Primary,Y,EV,REP
999491426,2020-11-03,GE,2020 General,Y,EV,
999491426,2019-11-05,GE,2019 General,Y,EV,
999491426,2016-11-08,GE,2016 General,Y,ABS,
305177088,2022-11-08,GE,2022 General,Y,ED,
305177088,2021-11-02,GE,2021 General,Y,EV,
305177088,2019-11-05,GE,2019 General,Y,ED,
305177088,2018-11-06,GE,2018 General,Y,EV,
334349438,2024-11-05,GE,2024 General,Y,EV,
334349438,2022-11-08,GE,2022 General,Y,ABS,
334349438,2021-11-02,GE,2021 General,Y,EV,
334349438,2020-11-03,GE,2020 General,Y,EV,
334349438,2019-11-05,GE,2019 General,Y,ED,
334349438,2016-11-08,GE,2016 General,Y,ED,
590104812,2024-06-18,PR,2024 Primary,Y,ABS,
590104812,2023-11-07,GE,2023 General,Y,ED,
590104812,2022-11-08,GE,2022 General,Y,EV,
423499443,2024-11-05,GE,2024 General,Y,ED,
423499443,2020-11-03,GE,2020 General,Y,ED,
423499443,2018-11-06,GE,2018 General,Y,EV,
423499443,2016-11-08,GE,2016 General,Y,ED,
423499443,2016-03-01,PR,2016 Primary,Y,ABS,
729673300,2024-06-18,PR,2024 Primary,Y,ED,DEM
729673300,2023-06-20,PR,2023 Primary,Y,EV,DEM
729673300,2020-11-03,GE,2020 General,Y,ED,
819616320,2024-11-05,GE,2024 General,Y,EV,
819616320,2023-11-07,GE,2023 General,Y,ABS,
819616320,2021-11-02,GE,2021 General,Y,EV,
819616320,2017-11-07,GE,2017 General,Y,ED,
819616320,2016-03-01,PR,2016 Primary,Y,EV,DEM
980989747,2024-11-05,GE,2024 General,Y,ED,
980989747,2023-11-07,GE,2023 General,Y,ED,
980989747,2021-11-02,GE,2021 General,Y,ED,
980989747,2021-06-08,PR,2021 Primary,Y,ED,REP
239336198,2024-11-05,GE,2024 General,Y,ED,
239336198,2023-11-07,GE,2023 General,Y,EV,
239336198,2016-11-08,GE,2016 General,Y,ED,
239336198,2016-03-01,PR,2016 Primary,Y,ED,REP
906797157,2024-11-05,GE,2024 General,Y,ABS,
906797157,2023-11-07,GE,2023 General,Y,ED,
906797157,2022-11-08,GE,2022 General,Y,EV,
906797157,2021-11-02,GE,2021 General,Y,ED,
906797157,2020-11-03,GE,2020 General,Y,EV,
906797157,2019-11-05,GE,2019 General,Y,EV,
906797157,2018-11-06,GE,2018 General,Y,ED,
906797157,2018-06-12,PR,2018 Primary,Y,EV,DEM
906797157,2016-11-08,GE,2016 General,Y,ED,
813216442,2024-11-05,GE,2024 General,Y,EV,
518049981,2024-11-05,GE,2024 General,Y,ED,
518049981,2024-06-18,PR,2024 Primary,Y,ED,REP
518049981,2023-11-07,GE,2023 General,Y,EV,
518049981,2022-11-08,GE,2022 General,Y,EV,
518049981,2021-11-02,GE,2021 General,Y,EV,
518049981,2021-06-08,PR,2021 Primary,Y,EV,REP
518049981,2019-11-05,GE,2019 General,Y,EV,
879570659,2024-11-05,GE,2024 General,Y,EV,
879570659,2023-06-20,PR,2023 Primary,Y,ED,DEM
879570659,2022-06-21,PR,2022 Primary,Y,ED,DEM
879570659,2019-11-05,GE,2019 General,Y,ED,
879570659,2018-11-06,GE,2018 General,Y,EV,
879570659,2018-06-12,PR,2018 Primary,Y,EV,DEM
879570659,2016-11-08,GE,2016 General,Y,ED,
868623785,2024-06-18,PR,2024 Primary,Y,ED,
868623785,2023-06-20,PR,2023 Primary,Y,ABS,
868623785,2022-11-08,GE,2022 General,Y,ED,
868623785,2021-11-02,GE,2021 General,Y,ED,
868623785,2020-11-03,GE,2020 General,Y,EV,
868623785,2018-11-06,GE,2018 General,Y,ED,
868623785,2018-06-12,PR,2018 Primary,Y,ED,
868623785,2017-11-07,GE,2017 General,Y,ED,
482790534,2023-11-07,GE,2023 General,Y,EV,
482790534,2023-06-20,PR,2023 Primary,Y,ED,DEM
482790534,2022-11-08,GE,2022 General,Y,ABS,
482790534,2021-11-02,GE,2021 General,Y,ABS,
482790534,2020-11-03,GE,2020 General,Y,ED,
482790534,2020-06-23,PR,2020 Primary,Y,ABS,DEM
482790534,2019-11-05,GE,2019 General,Y,ABS,
482790534,2018-11-06,GE,2018 General,Y,ED,
482790534,2017-11-07,GE,2017 General,Y,EV,
205516863,2022-11-08,GE,2022 General,Y,EV,
205516863,2020-11-03,GE,2020 General,Y,EV,
205516863,2017-11-07,GE,2017 General,Y,ED,
205516863,2016-11-08,GE,2016 General,Y,EV,
275160446,2024-11-05,GE,2024 General,Y,ED,
275160446,2024-06-18,PR,2024 Primary,Y,EV,REP
275160446,2022-11-08,GE,2022 General,Y,ED,
275160446,2020-06-23,PR,2020 Primary,Y,ED,REP
275160446,2019-11-05,GE,2019 General,Y,ED,
275160446,2018-11-06,GE,2018 General,Y,ABS,
275160446,2017-11-07,GE,2017 General,Y,ED,
880039389,2024-06-18,PR,2024 Primary,Y,EV,
880039389,2023-11-07,GE,2023 General,Y,ED,
880039389,2022-11-08,GE,2022 General,Y,ED,
880039389,2021-11-02,GE,2021 General,Y,ED,
880039389,2020-11-03,GE,2020 General,Y,ED,
701265633,2024-11-05,GE,2024 General,Y,EV,
701265633,2024-06-18,PR,2024 Primary,Y,EV,DEM
701265633,2023-11-07,GE,2023 General,Y,ED,
977579923,2024-11-05,GE,2024 General,Y,ED,
977579923,2022-11-08,GE,2022 General,Y,ED,
977579923,2021-11-02,GE,2021 General,Y,ABS,
977579923,2017-11-07,GE,2017 General,Y,ED,
977579923,2016-11-08,GE,2016 General,Y,EV,
938150211,2023-06-20,PR,2023 Primary,Y,ED,DEM
938150211,2021-11-02,GE,2021 General,Y,ED,
938150211,2021-06-08,PR,2021 Primary,Y,ED,DEM
259218523,2024-11-05,GE,2024 General,Y,EV,
259218523,2023-11-07,GE,2023 General,Y,ED,
545740154,2024-06-18,PR,2024 Primary,Y,ABS,DEM
545740154,2023-11-07,GE,2023 General,Y,ABS,
545740154,2022-11-08,GE,2022 General,Y,ED,
545740154,2021-11-02,GE,2021 General,Y,EV,
545740154,2020-11-03,GE,2020 General,Y,ABS,
545740154,2019-11-05,GE,2019 General,Y,ED,
545740154,2018-11-06,GE,2018 General,Y,ED,
545740154,2016-11-08,GE,2016 General,Y,ABS,
944558917,2024-11-05,GE,2024 General,Y,ABS,
944558917,2023-06-20,PR,2023 Primary,Y,EV,
944558917,2022-11-08,GE,2022 General,Y,ED,
944558917,2021-11-02,GE,2021 General,Y,ED,
944558917,2021-06-08,PR,2021 Primary,Y,EV,
944558917,2020-11-03,GE,2020 General,Y,EV,
944558917,2020-06-23,PR,2020 Primary,Y,EV,
944558917,2018-11-06,GE,2018 General,Y,ED,
944558917,2017-11-07,GE,2017 General,Y,EV,
944558917,2016-11-08,GE,2016 General,Y,ED,
676306442,2024-11-05,GE,2024 General,Y,ABS,
676306442,2024-06-18,PR,2024 Primary,Y,ABS,DEM
676306442,2023-11-07,GE,2023 General,Y,ED,
136749147,2024-11-05,GE,2024 General,Y,EV,
136749147,2024-06-18,PR,2024 Primary,Y,ED,DEM
136749147,2018-11-06,GE,2018 General,Y,ED,
136749147,2018-06-12,PR,2018 Primary,Y,EV,DEM
229147244,2021-11-02,GE,2021 General,Y,ABS,
229147244,2020-11-03,GE,2020 General,Y,ED,
229147244,2018-11-06,GE,2018 General,Y,EV,
229147244,2017-11-07,GE,2017 General,Y,ED,
229147244,2016-11-08,GE,2016 General,Y,ABS,
277849781,2024-11-05,GE,2024 General,Y,EV,
277849781,2023-11-07,GE,2023 General,Y,ABS,
277849781,2022-11-08,GE,2022 General,Y,ED,
476247014,2023-11-07,GE,2023 General,Y,EV,
476247014,2022-11-08,GE,2022 General,Y,EV,
210649279,2024-11-05,GE,2024 General,Y,ED,
210649279,2022-11-08,GE,2022 General,Y,ABS,
210649279,2021-06-08,PR,2021 Primary,Y,ED,REP
210649279,2020-11-03,GE,2020 General,Y,ABS,
226136059,2023-06-20,PR,2023 Primary,Y,EV,DEM
458375577,2023-11-07,GE,2023 General,Y,EV,
458375577,2021-11-02,GE,2021 General,Y,ED,
458375577,2020-06-23,PR,2020 Primary,Y,EV,REP
458375577,2019-11-05,GE,2019 General,Y,EV,
458375577,2018-11-06,GE,2018 General,Y,ED,
458375577,2017-11-07,GE,2017 General,Y,EV,
188274038,2024-11-05,GE,2024 General,Y,ED,
188274038,2022-11-08,GE,2022 General,Y,EV,
188274038,2021-11-02,GE,2021 General,Y,EV,
188274038,2021-06-08,PR,2021 Primary,Y,ED,DEM
188274038,2020-11-03,GE,2020 General,Y,ABS,
188274038,2019-11-05,GE,2019 General,Y,EV,
188274038,2018-11-06,GE,2018 General,Y,ED,
188274038,2017-11-07,GE,2017 General,Y,ABS,
188274038,2016-11-08,GE,2016 General,Y,ABS,
188274038,2016-03-01,PR,2016 Primary,Y,EV,DEM
854233642,2024-11-05,GE,2024 General,Y,ED,
854233642,2019-11-05,GE,2019 General,Y,ED,
854233642,2017-11-07,GE,2017 General,Y,ED,
854233642,2016-03-01,PR,2016 Primary,Y,ABS,DEM
611773745,2024-11-05,GE,2024 General,Y,ABS,
611773745,2024-06-18,PR,2024 Primary,Y,ED,
367146461,2023-06-20,PR,2023 Primary,Y,EV,REP
367146461,2021-11-02,GE,2021 General,Y,ABS,
302381105,2024-11-05,GE,2024 General,Y,ED,
302381105,2022-11-08,GE,2022 General,Y,EV,
302381105,2021-11-02,GE,2021 General,Y,EV,
302381105,2020-11-03,GE,2020 General,Y,ED,
302381105,2020-06-23,PR,2020 Primary,Y,ABS,DEM
302381105,2018-11-06,GE,2018 General,Y,ED,
302381105,2018-06-12,PR,2018 Primary,Y,ABS,DEM
484744683,2024-11-05,GE,2024 General,Y,ED,
484744683,2023-11-07,GE,2023 General,Y,ED,
484744683,2022-11-08,GE,2022 General,Y,EV,
484744683,2019-11-05,GE,2019 General,Y,ED,
484744683,2018-11-06,GE,2018 General,Y,EV,
484744683,2017-11-07,GE,2017 General,Y,ED,
484744683,2016-03-01,PR,2016 Primary,Y,ED,REP
631797707,2018-11-06,GE,2018 General,Y,ED,
631797707,2017-11-07,GE,2017 General,Y,ED,
582247741,2020-11-03,GE,2020 General,Y,EV,
582247741,2019-11-05,GE,2019 General,Y,ED,
582247741,2017-11-07,GE,2017 General,Y,EV,
582247741,2016-11-08,GE,2016 General,Y,ED,
811758502,2022-11-08,GE,2022 General,Y,EV,
811758502,2021-06-08,PR,2021 Primary,Y,ED,
811758502,2020-11-03,GE,2020 General,Y,ED,
811758502,2019-11-05,GE,2019 General,Y,EV,
811758502,2018-11-06,GE,2018 General,Y,ED,
169934255,2023-06-20,PR,2023 Primary,Y,ED,DEM
169934255,2021-11-02,GE,2021 General,Y,ED,
169934255,2020-11-03,GE,2020 General,Y,ED,
585674703,2024-11-05,GE,2024 General,Y,ABS,
585674703,2023-11-07,GE,2023 General,Y,EV,
585674703,2023-06-20,PR,2023 Primary,Y,ED,
585674703,2022-11-08,GE,2022 General,Y,EV,
585674703,2017-11-07,GE,2017 General,Y,ED,
585674703,2016-11-08,GE,2016 General,Y,ED,
892921493,2024-11-05,GE,2024 General,Y,ED,
509041030,2024-11-05,GE,2024 General,Y,ABS,
509041030,2023-11-07,GE,2023 General,Y,ED,
509041030,2022-06-21,PR,2022 Primary,Y,ABS,DEM
509041030,2021-11-02,GE,2021 General,Y,ED,
509041030,2020-11-03,GE,2020 General,Y,EV,
509041030,2018-11-06,GE,2018 General,Y,EV,
509041030,2017-11-07,GE,2017 General,Y,ABS,
509041030,2016-03-01,PR,2016 Primary,Y,ED,DEM
863868715,2024-11-05,GE,2024 General,Y,ED,
859436678,2024-11-05,GE,2024 General,Y,ABS,
859436678,2022-11-08,GE,2022 General,Y,ABS,
859436678,2021-11-02,GE,2021 General,Y,EV,
859436678,2020-11-03,GE,2020 General,Y,ED,
859436678,2018-11-06,GE,2018 General,Y,ED,
762993351,2023-11-07,GE,2023 General,Y,ED,
344507704,2023-11-07,GE,2023 General,Y,ABS,
344507704,2022-11-08,GE,2022 General,Y,ED,
344507704,2021-06-08,PR,2021 Primary,Y,ED,REP
344507704,2020-11-03,GE,2020 General,Y,ED,
344507704,2019-11-05,GE,2019 General,Y,ED,
344507704,2016-11-08,GE,2016 General,Y,ED,
899904758,2024-11-05,GE,2024 General,Y,EV,
899904758,2023-11-07,GE,2023 General,Y,ABS,
899904758,2022-11-08,GE,2022 General,Y,EV,
899904758,2018-11-06,GE,2018 General,Y,ED,
899904758,2017-11-07,GE,2017 General,Y,ED,
899904758,2016-11-08,GE,2016 General,Y,ED,
171839853,2024-11-05,GE,2024 General,Y,EV,
171839853,2023-11-07,GE,2023 General,Y,EV,
171839853,2022-11-08,GE,2022 General,Y,ED,
171839853,2021-11-02,GE,2021 General,Y,ED,
171839853,2020-11-03,GE,2020 General,Y,ABS,
171839853,2019-11-05,GE,2019 General,Y,ED,
171839853,2016-11-08,GE,2016 General,Y,ABS,
171839853,2016-03-01,PR,2016 Primary,Y,ABS,DEM
695922147,2022-06-21,PR,2022 Primary,Y,ED,DEM
695922147,2020-11-03,GE,2020 General,Y,ED,
695922147,2019-11-05,GE,2019 General,Y,ABS,
881498108,2024-11-05,GE,2024 General,Y,ED,
510190265,2024-11-05,GE,2024 General,Y,EV,
510190265,2024-06-18,PR,2024 Primary,Y,ABS,
510190265,2022-11-08,GE,2022 General,Y,ABS,
510190265,2021-11-02,GE,2021 General,Y,ED,
510190265,2020-11-03,GE,2020 General,Y,ABS,
510190265,2020-06-23,PR,2020 Primary,Y,ED,
510190265,2019-11-05,GE,2019 General,Y,ED,
510190265,2017-11-07,GE,2017 General,Y,EV,
352343931,2021-06-08,PR,2021 Primary,Y,ED,DEM
352343931,2018-11-06,GE,2018 General,Y,EV,
352343931,2017-11-07,GE,2017 General,Y,ED,
352343931,2016-11-08,GE,2016 General,Y,ED,
138660704,2024-11-05,GE,2024 General,Y,EV,
138660704,2024-06-18,PR,2024 Primary,Y,EV,REP
138660704,2022-11-08,GE,2022 General,Y,EV,
138660704,2020-11-03,GE,2020 General,Y,ED,
138660704,2017-11-07,GE,2017 General,Y,EV,
138660704,2016-03-01,PR,2016 Primary,Y,ED,REP
823923536,2024-11-05,GE,2024 General,Y,EV,
823923536,2022-11-08,GE,2022 General,Y,ED,
823923536,2022-06-21,PR,2022 Primary,Y,EV,
823923536,2019-11-05,GE,2019 General,Y,EV,
823923536,2017-11-07,GE,2017 General,Y,EV,
764943338,2024-11-05,GE,2024 General,Y,ED,
764943338,2023-11-07,GE,2023 General,Y,ED,
764943338,2021-11-02,GE,2021 General,Y,ABS,
264599097,2021-06-08,PR,2021 Primary,Y,ABS,DEM
264599097,2020-06-23,PR,2020 Primary,Y,ED,DEM
264599097,2019-11-05,GE,2019 General,Y,ABS,
264599097,2017-11-07,GE,2017 General,Y,EV,
537014695,2024-11-05,GE,2024 General,Y,EV,
537014695,2023-06-20,PR,2023 Primary,Y,EV,
537014695,2020-11-03,GE,2020 General,Y,EV,
537014695,2020-06-23,PR,2020 Primary,Y,ED,
537014695,2019-11-05,GE,2019 General,Y,EV,
537014695,2018-11-06,GE,2018 General,Y,ED,
537014695,2016-11-08,GE,2016 General,Y,ED,
715997729,2023-11-07,GE,2023 General,Y,ED,
177531324,2023-11-07,GE,2023 General,Y,EV,
177531324,2020-11-03,GE,2020 General,Y,EV,
177531324,2020-06-23,PR,2020 Primary,Y,EV,
835350127,2024-11-05,GE,2024 General,Y,ED,
835350127,2023-11-07,GE,2023 General,Y,ED,
835350127,2022-11-08,GE,2022 General,Y,ABS,
835350127,2021-11-02,GE,2021 General,Y,EV,
835350127,2020-11-03,GE,2020 General,Y,ED,
835350127,2020-06-23,PR,2020 Primary,Y,ED,DEM
835350127,2017-11-07,GE,2017 General,Y,EV,
